,year,winner_name,winner_flag,winner_photo,winner_url,climber_name,climber_flag,climber_photo,climber_url,sprinter_flag,sprinter_name,sprinter_photo,sprinter_url,year_url,young_flag,young_name,young_photo,young_url,img_map,winning_team,distance,etapes,speed,winner,etape_moyenne,climber_image,sprinter_image,winner_image,young_image
35,1949,Fausto Coppi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Italy.svg/20px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Fausto_Coppi%2C_Tour_de_France_1952_01_%28cropped%29.jpg/260px-Fausto_Coppi%2C_Tour_de_France_1952_01_%28cropped%29.jpg,https://fr.wikipedia.org/wiki/Fausto_Coppi,Fausto Coppi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Italy.svg/20px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Fausto_Coppi%2C_Tour_de_France_1952_01_%28cropped%29.jpg/260px-Fausto_Coppi%2C_Tour_de_France_1952_01_%28cropped%29.jpg,https://fr.wikipedia.org/wiki/Fausto_Coppi,,,,,https://fr.wikipedia.org/wiki/Tour_de_France_1949,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Tour_de_France_1949.png/260px-Tour_de_France_1949.png,Italie,4808.0,21.0,32.121,Fausto Coppi,228.95,Fausto_Coppi.jpeg,,Fausto_Coppi.jpeg,
36,1950,Ferdi Kübler,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Flag_of_Switzerland.svg/15px-Flag_of_Switzerland.svg.png,https://upload.wikimedia.org/wikipedia/commons/d/d0/Ferdi_K%C3%BCbler.png,https://fr.wikipedia.org/wiki/Ferdi_K%C3%BCbler,Louison Bobet,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Louison_Bobet_%281951%29.jpg/260px-Louison_Bobet_%281951%29.jpg,https://fr.wikipedia.org/wiki/Louison_Bobet,,,,,https://fr.wikipedia.org/wiki/Tour_de_France_1950,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Tour_de_France_1950.png/260px-Tour_de_France_1950.png,Suisse,4773.0,22.0,32.778,Ferdi Kübler,216.95,Louison_Bobet.jpeg,,Ferdi_Kubler.png,
37,1951,Hugo Koblet,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Flag_of_Switzerland.svg/15px-Flag_of_Switzerland.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Hugo_Koblet_1956.jpg/260px-Hugo_Koblet_1956.jpg,https://fr.wikipedia.org/wiki/Hugo_Koblet,Raphaël Géminiani,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Rapha%C3%ABl_Geminiani-a.jpg/260px-Rapha%C3%ABl_Geminiani-a.jpg,https://fr.wikipedia.org/wiki/Rapha%C3%ABl_G%C3%A9miniani,,,,,https://fr.wikipedia.org/wiki/Tour_de_France_1951,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Tour_de_France_1951.png/260px-Tour_de_France_1951.png,Suisse,4690.0,24.0,32.949,Hugo Koblet,195.42,Raphael_Geminiani.jpeg,,Hugo_Koblet.jpeg,
38,1952,Fausto Coppi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Italy.svg/20px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Fausto_Coppi%2C_Tour_de_France_1952_01_%28cropped%29.jpg/260px-Fausto_Coppi%2C_Tour_de_France_1952_01_%28cropped%29.jpg,https://fr.wikipedia.org/wiki/Fausto_Coppi,Fausto Coppi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Italy.svg/20px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Fausto_Coppi%2C_Tour_de_France_1952_01_%28cropped%29.jpg/260px-Fausto_Coppi%2C_Tour_de_France_1952_01_%28cropped%29.jpg,https://fr.wikipedia.org/wiki/Fausto_Coppi,,,,,https://fr.wikipedia.org/wiki/Tour_de_France_1952,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tour_de_France_1952.png/260px-Tour_de_France_1952.png,Italie,4898.0,23.0,32.233,Fausto Coppi,212.96,Fausto_Coppi.jpeg,,Fausto_Coppi.jpeg,
39,1953,Louison Bobet,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Louison_Bobet_%281951%29.jpg/260px-Louison_Bobet_%281951%29.jpg,https://fr.wikipedia.org/wiki/Louison_Bobet,Jesús Loroño,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_Spain_%281945_-_1977%29.svg/20px-Flag_of_Spain_%281945_-_1977%29.svg.png,,https://fr.wikipedia.org/wiki/Jes%C3%BAs_Loro%C3%B1o,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Flag_of_Switzerland.svg/15px-Flag_of_Switzerland.svg.png,Fritz Schaer,,https://fr.wikipedia.org/wiki/Fritz_Schaer,https://fr.wikipedia.org/wiki/Tour_de_France_1953,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Tour_de_France_1953.png/260px-Tour_de_France_1953.png,France,4476.0,22.0,34.593,Louison Bobet,203.45,default.png,default.png,Louison_Bobet.jpeg,
40,1954,Louison Bobet,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Louison_Bobet_%281951%29.jpg/260px-Louison_Bobet_%281951%29.jpg,https://fr.wikipedia.org/wiki/Louison_Bobet,Federico Bahamontes,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_Spain_%281945_-_1977%29.svg/20px-Flag_of_Spain_%281945_-_1977%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Bagamontes675.jpg/260px-Bagamontes675.jpg,https://fr.wikipedia.org/wiki/Federico_Bahamontes,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Flag_of_Switzerland.svg/15px-Flag_of_Switzerland.svg.png,Ferdi Kübler,https://upload.wikimedia.org/wikipedia/commons/d/d0/Ferdi_K%C3%BCbler.png,https://fr.wikipedia.org/wiki/Ferdi_K%C3%BCbler,https://fr.wikipedia.org/wiki/Tour_de_France_1954,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Tour_in_Nederland_-_Tour_in_the_Netherlands.jpg/260px-Tour_in_Nederland_-_Tour_in_the_Netherlands.jpg,France,4656.0,23.0,33.229,Louison Bobet,202.43,Federico_Bahamontes.jpeg,Ferdi_Kubler.png,Louison_Bobet.jpeg,
41,1955,Louison Bobet,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Louison_Bobet_%281951%29.jpg/260px-Louison_Bobet_%281951%29.jpg,https://fr.wikipedia.org/wiki/Louison_Bobet,Charly Gaul,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Flag_of_Luxembourg.svg/20px-Flag_of_Luxembourg.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Charly_Gaul%2C_Neluxploeg_1959.jpg/260px-Charly_Gaul%2C_Neluxploeg_1959.jpg,https://fr.wikipedia.org/wiki/Charly_Gaul,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,Stan Ockers,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Stan_Ockers_%281951%29.jpg/260px-Stan_Ockers_%281951%29.jpg,https://fr.wikipedia.org/wiki/Stan_Ockers,https://fr.wikipedia.org/wiki/Tour_de_France_1955,,,,,,France,4495.0,22.0,34.446,Louison Bobet,204.32,Charly_Gaul.jpeg,Stan_Ockers.jpeg,Louison_Bobet.jpeg,
42,1956,Roger Walkowiak,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/f/ff/Portrait_de_Roger_Walkowiak_%282008%29.jpg,https://fr.wikipedia.org/wiki/Roger_Walkowiak,Charly Gaul,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Flag_of_Luxembourg.svg/20px-Flag_of_Luxembourg.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Charly_Gaul%2C_Neluxploeg_1959.jpg/260px-Charly_Gaul%2C_Neluxploeg_1959.jpg,https://fr.wikipedia.org/wiki/Charly_Gaul,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,Stan Ockers,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Stan_Ockers_%281951%29.jpg/260px-Stan_Ockers_%281951%29.jpg,https://fr.wikipedia.org/wiki/Stan_Ockers,https://fr.wikipedia.org/wiki/Tour_de_France_1956,,,,,,Nord-Est,4498.0,22.0,36.268,Roger Walkowiak,204.45,Charly_Gaul.jpeg,Stan_Ockers.jpeg,Roger_Walkowiak.jpeg,
43,1957,Jacques Anquetil,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Jacques_Anquetil_1963.jpg/260px-Jacques_Anquetil_1963.jpg,https://fr.wikipedia.org/wiki/Jacques_Anquetil,Gastone Nencini,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Italy.svg/20px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Gastone_Nencini_1960.jpg/260px-Gastone_Nencini_1960.jpg,https://fr.wikipedia.org/wiki/Gastone_Nencini,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,Jean Forestier,,https://fr.wikipedia.org/wiki/Jean_Forestier,https://fr.wikipedia.org/wiki/Tour_de_France_1957,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/AnquetilTour1957.jpg/260px-AnquetilTour1957.jpg,France,4669.0,23.0,34.52,Jacques Anquetil,203.0,Gastone_Nencini.jpeg,default.png,Jacques_Anquetil.jpeg,
44,1958,Charly Gaul,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Flag_of_Luxembourg.svg/20px-Flag_of_Luxembourg.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Charly_Gaul%2C_Neluxploeg_1959.jpg/260px-Charly_Gaul%2C_Neluxploeg_1959.jpg,https://fr.wikipedia.org/wiki/Charly_Gaul,Federico Bahamontes,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_Spain_%281945_-_1977%29.svg/20px-Flag_of_Spain_%281945_-_1977%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Bagamontes675.jpg/260px-Bagamontes675.jpg,https://fr.wikipedia.org/wiki/Federico_Bahamontes,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,Jean Graczyk,,https://fr.wikipedia.org/wiki/Jean_Graczyk,https://fr.wikipedia.org/wiki/Tour_de_France_1958,,,,,,Mixte,4319.0,24.0,36.919,Charly Gaul,179.96,Federico_Bahamontes.jpeg,default.png,Charly_Gaul.jpeg,
45,1959,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_Spain_%281945_-_1977%29.svg/20px-Flag_of_Spain_%281945_-_1977%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Bagamontes675.jpg/260px-Bagamontes675.jpg,https://fr.wikipedia.org/wiki/Federico_Bahamontes,Federico Bahamontes,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_Spain_%281945_-_1977%29.svg/20px-Flag_of_Spain_%281945_-_1977%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Bagamontes675.jpg/260px-Bagamontes675.jpg,https://fr.wikipedia.org/wiki/Federico_Bahamontes,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,André Darrigade,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Anefo_911-3766_Tour_de_France.jpg/260px-Anefo_911-3766_Tour_de_France.jpg,https://fr.wikipedia.org/wiki/Andr%C3%A9_Darrigade,https://fr.wikipedia.org/wiki/Tour_de_France_1959,,,,,,Espagne,4358.0,22.0,35.474,Federico Bahamontes,198.09,Federico_Bahamontes.jpeg,Andre_Darrigade.jpeg,,
46,1960,Gastone Nencini,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Italy.svg/20px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Gastone_Nencini_1960.jpg/260px-Gastone_Nencini_1960.jpg,https://fr.wikipedia.org/wiki/Gastone_Nencini,Imerio Massignan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Italy.svg/20px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Imerio_Massignan_1966.jpg/260px-Imerio_Massignan_1966.jpg,https://fr.wikipedia.org/wiki/Imerio_Massignan,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,Jean Graczyk,,https://fr.wikipedia.org/wiki/Jean_Graczyk,https://fr.wikipedia.org/wiki/Tour_de_France_1960,,,,,,Italie,4173.0,21.0,37.21,Gastone Nencini,198.71,Imerio_Massignan.jpeg,default.png,Gastone_Nencini.jpeg,
47,1961,Jacques Anquetil,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Jacques_Anquetil_1963.jpg/260px-Jacques_Anquetil_1963.jpg,https://fr.wikipedia.org/wiki/Jacques_Anquetil,Imerio Massignan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Italy.svg/20px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Imerio_Massignan_1966.jpg/260px-Imerio_Massignan_1966.jpg,https://fr.wikipedia.org/wiki/Imerio_Massignan,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,André Darrigade,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Anefo_911-3766_Tour_de_France.jpg/260px-Anefo_911-3766_Tour_de_France.jpg,https://fr.wikipedia.org/wiki/Andr%C3%A9_Darrigade,https://fr.wikipedia.org/wiki/Tour_de_France_1961,,,,,,France,4397.0,21.0,36.033,Jacques Anquetil,209.38,Imerio_Massignan.jpeg,Andre_Darrigade.jpeg,Jacques_Anquetil.jpeg,
48,1962,Jacques Anquetil,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Jacques_Anquetil_1963.jpg/260px-Jacques_Anquetil_1963.jpg,https://fr.wikipedia.org/wiki/Jacques_Anquetil,Federico Bahamontes,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_Spain_%281945_-_1977%29.svg/20px-Flag_of_Spain_%281945_-_1977%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Bagamontes675.jpg/260px-Bagamontes675.jpg,https://fr.wikipedia.org/wiki/Federico_Bahamontes,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Flag_of_Germany.svg/20px-Flag_of_Germany.svg.png,Rudi Altig,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Rudi_Altig_20060809_005.jpg/260px-Rudi_Altig_20060809_005.jpg,https://fr.wikipedia.org/wiki/Rudi_Altig,https://fr.wikipedia.org/wiki/Tour_de_France_1962,,,,,,St-Raphaël,4274.0,22.0,37.317,Jacques Anquetil,194.27,Federico_Bahamontes.jpeg,Rudi_Altig.jpeg,Jacques_Anquetil.jpeg,
49,1963,Jacques Anquetil,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Jacques_Anquetil_1963.jpg/260px-Jacques_Anquetil_1963.jpg,https://fr.wikipedia.org/wiki/Jacques_Anquetil,Federico Bahamontes,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_Spain_%281945_-_1977%29.svg/20px-Flag_of_Spain_%281945_-_1977%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Bagamontes675.jpg/260px-Bagamontes675.jpg,https://fr.wikipedia.org/wiki/Federico_Bahamontes,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,Rik Van Looy,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Rik_van_Looy_1962.jpg/260px-Rik_van_Looy_1962.jpg,https://fr.wikipedia.org/wiki/Rik_Van_Looy,https://fr.wikipedia.org/wiki/Tour_de_France_1963,,,,,,St-Raphaël,4138.0,21.0,37.092,Jacques Anquetil,197.05,Federico_Bahamontes.jpeg,Rik_Van_Looy.jpeg,Jacques_Anquetil.jpeg,
50,1964,Jacques Anquetil,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Jacques_Anquetil_1963.jpg/260px-Jacques_Anquetil_1963.jpg,https://fr.wikipedia.org/wiki/Jacques_Anquetil,Federico Bahamontes,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_Spain_%281945_-_1977%29.svg/20px-Flag_of_Spain_%281945_-_1977%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Bagamontes675.jpg/260px-Bagamontes675.jpg,https://fr.wikipedia.org/wiki/Federico_Bahamontes,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/20px-Flag_of_the_Netherlands.svg.png,Jan Janssen,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Jan_Janssen_%2828_juni_1967%29.jpg/260px-Jan_Janssen_%2828_juni_1967%29.jpg,https://fr.wikipedia.org/wiki/Jan_Janssen,https://fr.wikipedia.org/wiki/Tour_de_France_1964,,,,,,St-Raphaël,4504.0,22.0,35.419,Jacques Anquetil,204.73,Federico_Bahamontes.jpeg,Jan_Janssen.jpeg,Jacques_Anquetil.jpeg,
51,1965,Felice Gimondi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Italy.svg/20px-Flag_of_Italy.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Felice_Gimondi.JPG/260px-Felice_Gimondi.JPG,https://fr.wikipedia.org/wiki/Felice_Gimondi,Julio Jiménez,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_Spain_%281945_-_1977%29.svg/20px-Flag_of_Spain_%281945_-_1977%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Julio_Jim%C3%A9nez_1969_Ajman_stamp.jpg/260px-Julio_Jim%C3%A9nez_1969_Ajman_stamp.jpg,https://fr.wikipedia.org/wiki/Julio_Jim%C3%A9nez,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/20px-Flag_of_the_Netherlands.svg.png,Jan Janssen,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Jan_Janssen_%2828_juni_1967%29.jpg/260px-Jan_Janssen_%2828_juni_1967%29.jpg,https://fr.wikipedia.org/wiki/Jan_Janssen,https://fr.wikipedia.org/wiki/Tour_de_France_1965,,,,,,Salvarani,4188.0,22.0,35.886,Felice Gimondi,190.36,Julio_Jimenez.jpeg,Jan_Janssen.jpeg,Felice_Gimondi.jpeg,
52,1966,Lucien Aimar,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Lucien_Aimar_1973.jpg/260px-Lucien_Aimar_1973.jpg,https://fr.wikipedia.org/wiki/Lucien_Aimar,Julio Jiménez,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_Spain_%281945_-_1977%29.svg/20px-Flag_of_Spain_%281945_-_1977%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Julio_Jim%C3%A9nez_1969_Ajman_stamp.jpg/260px-Julio_Jim%C3%A9nez_1969_Ajman_stamp.jpg,https://fr.wikipedia.org/wiki/Julio_Jim%C3%A9nez,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,Willy Planckaert,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Willy_Planckaert_Criterium_Aalst_2008.jpg/260px-Willy_Planckaert_Criterium_Aalst_2008.jpg,https://fr.wikipedia.org/wiki/Willy_Planckaert,https://fr.wikipedia.org/wiki/Tour_de_France_1966,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Route_of_the_1966_Tour_de_France.png/260px-Route_of_the_1966_Tour_de_France.png,Ford France,4329.0,22.0,36.76,Lucien Aimar,196.77,Julio_Jimenez.jpeg,Willy_Planckaert.jpeg,Lucien_Aimar.jpeg,
53,1967,Roger Pingeon,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Roger_Pingeon_TA_2011.jpg/260px-Roger_Pingeon_TA_2011.jpg,https://fr.wikipedia.org/wiki/Roger_Pingeon,Julio Jiménez,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_Spain_%281945_-_1977%29.svg/20px-Flag_of_Spain_%281945_-_1977%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Julio_Jim%C3%A9nez_1969_Ajman_stamp.jpg/260px-Julio_Jim%C3%A9nez_1969_Ajman_stamp.jpg,https://fr.wikipedia.org/wiki/Julio_Jim%C3%A9nez,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/20px-Flag_of_the_Netherlands.svg.png,Jan Janssen,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Jan_Janssen_%2828_juni_1967%29.jpg/260px-Jan_Janssen_%2828_juni_1967%29.jpg,https://fr.wikipedia.org/wiki/Jan_Janssen,https://fr.wikipedia.org/wiki/Tour_de_France_1967,,,,,,France,4779.0,22.0,34.756,Roger Pingeon,217.23,Julio_Jimenez.jpeg,Jan_Janssen.jpeg,Roger_Pingeon.jpeg,
54,1968,Jan Janssen,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/20px-Flag_of_the_Netherlands.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Jan_Janssen_%2828_juni_1967%29.jpg/260px-Jan_Janssen_%2828_juni_1967%29.jpg,https://fr.wikipedia.org/wiki/Jan_Janssen,Aurelio González,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_Spain_%281945_-_1977%29.svg/20px-Flag_of_Spain_%281945_-_1977%29.svg.png,,https://fr.wikipedia.org/wiki/Aurelio_Gonz%C3%A1lez_Puente,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Italy.svg/20px-Flag_of_Italy.svg.png,Franco Bitossi,https://upload.wikimedia.org/wikipedia/commons/1/1e/Franco_Bitossi_1974_World_Championship_Road_Race_Montreal_Canada.jpg,https://fr.wikipedia.org/wiki/Franco_Bitossi,https://fr.wikipedia.org/wiki/Tour_de_France_1968,,,,,,Pays-Bas,4492.0,22.0,33.556,Jan Janssen,204.18,default.png,Franco_Bitossi.jpeg,Jan_Janssen.jpeg,
55,1969,Eddy Merckx,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Eddy_Merckx_Molteni_1973.jpg/260px-Eddy_Merckx_Molteni_1973.jpg,https://fr.wikipedia.org/wiki/Eddy_Merckx,Eddy Merckx,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Eddy_Merckx_Molteni_1973.jpg/260px-Eddy_Merckx_Molteni_1973.jpg,https://fr.wikipedia.org/wiki/Eddy_Merckx,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,Eddy Merckx,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Eddy_Merckx_Molteni_1973.jpg/260px-Eddy_Merckx_Molteni_1973.jpg,https://fr.wikipedia.org/wiki/Eddy_Merckx,https://fr.wikipedia.org/wiki/Tour_de_France_1969,,,,,,Faema,4117.0,22.0,35.409,Eddy Merckx,187.14,Eddy_Merckx.jpeg,Eddy_Merckx.jpeg,Eddy_Merckx.jpeg,
56,1970,Eddy Merckx,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Eddy_Merckx_Molteni_1973.jpg/260px-Eddy_Merckx_Molteni_1973.jpg,https://fr.wikipedia.org/wiki/Eddy_Merckx,Eddy Merckx,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Eddy_Merckx_Molteni_1973.jpg/260px-Eddy_Merckx_Molteni_1973.jpg,https://fr.wikipedia.org/wiki/Eddy_Merckx,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Belgium_%28civil%29.svg/20px-Flag_of_Belgium_%28civil%29.svg.png,Walter Godefroot,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Walter_Godefroot.jpg/260px-Walter_Godefroot.jpg,https://fr.wikipedia.org/wiki/Walter_Godefroot,https://fr.wikipedia.org/wiki/Tour_de_France_1970,,,,,,Faema,4254.0,22.0,35.589,Eddy Merckx,193.36,Eddy_Merckx.jpeg,Walter_Godefroot.jpeg,Eddy_Merckx.jpeg,
